"passportArea.name","passportArea.id","passportArea.alpha3code","passportArea.alpha2code","weight","firstName","middleName","lastName","currentTeamId","birthDate","height","role.code2","role.code3","role.name","birthArea.name","birthArea.id","birthArea.alpha3code","birthArea.alpha2code","wyId","foot","shortName","currentNationalTeamId"
"Spain","724","ESP","ES",68,"Alejandro","","Robles Garc\u00eda","683","1999-01-28",170,"DF","DEF","Defender","Spain","724","ESP","ES",405972,"right","Alex Robles","1602"
"Italy","380","ITA","IT",72,"Domenico","","Berardi","3315","1994-08-01",183,"FW","FWD","Forward","Italy","380","ITA","IT",209400,"left","D. Berardi","3757"
"Jamaica","388","JAM","JM",78,"Reece","","Oxford","2454","1998-12-16",191,"DF","DEF","Defender","England","0","XEN","",340476,"right","R. Oxford","2421"
"Brazil","76","BRA","BR",73,"Everton Luiz","","Guimaraes Bilher","3204","1988-05-24",173,"MD","MID","Midfielder","Brazil","76","BRA","BR",45579,"right","Everton Luiz","null"
"Senegal","686","SEN","SN",94,"Alexandre","","Mendy","3772","1994-03-20",185,"FW","FWD","Forward","France","250","FRA","FR",274970,"right","A. Mendy","null"
"England","0","XEN","",76,"Jamie","","Vardy","1631","1987-01-11",178,"FW","FWD","Forward","England","0","XEN","",12829,"right","J. Vardy","2413"
"France","250","FRA","FR",70,"Moussa","","Sylla","19830","1999-11-25",181,"FW","FWD","Forward","France","250","FRA","FR",471589,"right","M. Sylla","null"
"France","250","FRA","FR",79,"Enzo","","Crivelli","3783","1995-02-06",184,"FW","FWD","Forward","France","250","FRA","FR",275032,"right","E. Crivelli","null"
"Germany","276","DEU","DE",69,"Robin","","Hack","2482","1998-08-27",176,"MD","MID","Midfielder","Germany","276","DEU","DE",373350,"right","R. Hack","3156"
"Luxembourg","442","LUX","LU",60,"Vincent","","Thill","3777","2000-02-04",168,"MD","MID","Midfielder","Luxembourg","442","LUX","LU",406156,"left","V. Thill","14768"
"France","250","FRA","FR",76,"Benjamin","","Pavard","2445","1996-03-28",186,"DF","DEF","Defender","France","250","FRA","FR",340646,"right","B. Pavard","4418"
"Nigeria","566","NGA","NG",77,"Jordan","","Torunarigha","2457","1997-08-07",189,"DF","DEF","Defender","Germany","276","DEU","DE",275121,"left","J. Torunarigha","3155"
"Japan","392","JPN","JP",72,"Hotaru","","Yamaguchi","12811","1990-06-10",173,"MD","MID","Midfielder","Japan","392","JPN","JP",95010,"right","H. Yamaguchi","12913"
"Italy","380","ITA","IT",85,"Alessandro","","Confente","3165","1998-06-07",194,"GK","GKP","Goalkeeper","Italy","380","ITA","IT",417230,"right","A. Confente","null"
"Morocco","504","MAR","MA",67,"Imad","","Faraj","3776","1999-02-11",172,"MD","MID","Midfielder","France","250","FRA","FR",471771,"right","I. Faraj","33157"
"France","250","FRA","FR",65,"L\u00e9o","","Dubois","3766","1994-09-14",178,"DF","DEF","Defender","France","250","FRA","FR",242446,"right","L. Dubois","null"
"Tunisia","788","TUN","TN",68,"Sa\u00eef-Eddine","","Khaoui","3771","1995-04-27",182,"MD","MID","Midfielder","France","250","FRA","FR",275243,"left","S. Khaoui","16276"
"Spain","724","ESP","ES",73,"Samuel","","Garc\u00eda S\u00e1nchez","683","1990-07-13",179,"MD","MID","Midfielder","Spain","724","ESP","ES",275293,"right","Samu Garc\u00eda","null"
"Nigeria","566","NGA","NG",77,"Brian Oladapo","","Idowu","13887","1992-05-18",178,"DF","DEF","Defender","Russia","643","RUS","RU",209792,"right","B. Idowu","16823"
"Switzerland","756","CHE","CH",75,"Vincent","","Sierro","2453","1995-10-08",185,"MD","MID","Midfielder","Switzerland","756","CHE","CH",373636,"right","V. Sierro","null"
"Spain","724","ESP","ES",78,"Jorge","","Mer\u00e9 P\u00e9rez","2463","1997-04-17",182,"DF","DEF","Defender","Spain","724","ESP","ES",275384,"right","Jorge Mer\u00e9","1604"
"Italy","380","ITA","IT",73,"Riccardo","","Orsolini","3166","1997-01-24",183,"FW","FWD","Forward","Italy","380","ITA","IT",373768,"left","R. Orsolini","3763"
"Spain","724","ESP","ES",75,"Gerard","","Valent\u00edn Sancho","677","1993-07-28",177,"DF","DEF","Defender","Spain","724","ESP","ES",275497,"right","Gerard Valent\u00edn","null"
"France","250","FRA","FR",71,"Eden","","Massouema","3804","1997-06-29",184,"MD","MID","Midfielder","France","250","FRA","FR",373817,"right","E. Massouema","null"
"Portugal","620","PRT","PT",90,"Eric ","","Dier","1624","1994-01-15",188,"MD","MID","Midfielder","England","0","XEN","",210044,"right","E. Dier","2413"
"Nigeria","566","NGA","NG",78,"Ademola","","Lookman","2975","1998-07-18",174,"MD","MID","Midfielder","England","0","XEN","",406682,"right","A. Lookman","null"
"Iran","364","IRN","IR",79,"Sardar","","Azmoun","13895","1995-01-01",186,"FW","FWD","Forward","Iran","364","IRN","IR",79006,"right","S. Azmoun","10840"
"Nigeria","566","NGA","NG",80,"Bamidele","","Alli","1624","1996-04-11",188,"MD","MID","Midfielder","England","0","XEN","",13484,"right","D. Alli","2413"
"Italy","380","ITA","IT",74,"Amadou","","Diawara","3187","1997-07-17",184,"MD","MID","Midfielder","Guinea","324","GIN","GN",374013,"right","A. Diawara","null"
"Iran","364","IRN","IR",75,"Karim","","Ansarifard","12509","1990-04-03",186,"FW","FWD","Forward","Iran","364","IRN","IR",79149,"right","K. Ansarifard","10840"
"France","250","FRA","FR",75,"Quentin","","Boisgard","3780","1997-03-17",174,"MD","MID","Midfielder","France","250","FRA","FR",374118,"right","Q. Boisgard","null"
"Algeria","12","DZA","DZ",78,"Nabil","","Bentaleb","2449","1994-11-24",187,"MD","MID","Midfielder","France","250","FRA","FR",144766,"left","N. Bentaleb","null"
"Iran","364","IRN","IR",74,"Ehsan","","Hajsafi","12509","1990-02-25",176,"DF","DEF","Defender","Iran","364","IRN","IR",79248,"left","E. Hajsafi","10840"
"Morocco","504","MAR","MA",75,"K\u00e9vin","","Malcuit","3776","1991-07-31",178,"DF","DEF","Defender","France","250","FRA","FR",144867,"right","K. Malcuit","null"
"France","250","FRA","FR",88,"Christopher","","Jullien","3780","1993-03-22",196,"DF","DEF","Defender","France","250","FRA","FR",144884,"right","C. Jullien","null"
"Iran","364","IRN","IR",78,"Alireza","","Jahanbakhsh","1651","1993-08-11",180,"FW","FWD","Forward","Iran","364","IRN","IR",79381,"right","A. Jahanbakhsh","10840"
"Martinique","474","MTQ","MQ",73,"Ludovic","","Blas","3785","1997-12-31",180,"MD","MID","Midfielder","France","250","FRA","FR",340920,"left","L. Blas","null"
"Mexico","484","MEX","MX",65,"Marco Jhonfai","","Fabi\u00e1n De La Mora","2462","1989-07-21",170,"MD","MID","Midfielder","Mexico","484","MEX","MX",112253,"right","M. Fabi\u00e1n","15473"
"Poland","616","POL","PL",81,"Caleb","","Stanko","2453","1993-07-26",180,"MD","MID","Midfielder","United States","840","USA","US",145030,"right","C. Stanko","null"
"Spain","724","ESP","ES",68,"Miguel Arturo","","Lay\u00fan Prado","682","1988-06-25",179,"DF","DEF","Defender","Mexico","484","MEX","MX",112366,"right","M. Lay\u00fan","15473"
"Guadeloupe","312","GLP","GP",67,"Allan","","Saint-Maximin","3775","1997-03-12",173,"FW","FWD","Forward","France","250","FRA","FR",276211,"right","A. Saint-Maximin","null"
"Spain","724","ESP","ES",79,"Marc","","Navarro Ceciliano","691","1995-07-02",188,"DF","DEF","Defender","Spain","724","ESP","ES",341751,"right","Marc Navarro","null"
"Spain","724","ESP","ES",74,"Marc","","Roca Junqu\u00e9","691","1996-11-26",184,"MD","MID","Midfielder","Spain","724","ESP","ES",341752,"left","Marc Roca","null"
"Venezuela","862","VEN","VE",85,"Oswaldo Augusto","","Vizcarrondo Ara\u00fajo","3795","1984-05-31",191,"DF","DEF","Defender","Venezuela","862","VEN","VE",112377,"right","O. Vizcarrondo","null"
"Mexico","484","MEX","MX",81,"Ra\u00fal Alonso","","Jim\u00e9nez Rodr\u00edguez","1629","1991-05-05",187,"FW","FWD","Forward","Mexico","484","MEX","MX",112392,"right","R. Jim\u00e9nez","15473"
"Mexico","484","MEX","MX",74,"H\u00e9ctor Miguel","","Herrera L\u00f3pez","9606","1990-04-19",180,"MD","MID","Midfielder","Mexico","484","MEX","MX",112459,"right","H. Herrera","15473"
"Italy","380","ITA","IT",78,"Luca","","Crosta","3173","1998-02-23",190,"GK","GKP","Goalkeeper","Italy","380","ITA","IT",472938,"right","L. Crosta","null"
"Portugal","620","PRT","PT",69,"Bruno Miguel","","Borges Fernandes","9608","1994-09-08",179,"MD","MID","Midfielder","Portugal","620","PRT","PT",243588,"right","Bruno Fernandes","9905"
"Mexico","484","MEX","MX",62,"Jes\u00fas Manuel","","Corona Ru\u00edz","9606","1993-01-06",173,"FW","FWD","Forward","Mexico","484","MEX","MX",112522,"right","J. Corona","15473"
"Mexico","484","MEX","MX",59,"Javier Ignacio","","Aquino Carmona","15417","1990-02-11",168,"MD","MID","Midfielder","Mexico","484","MEX","MX",112556,"right","J. Aquino","15473"
"Congo DR","180","COD","CD",78,"Nordi","","Mukiele Mulere","3787","1997-11-01",186,"DF","DEF","Defender","France","250","FRA","FR",341973,"right","N. Mukiele","null"
"Russia","643","RUS","RU",79,"Aleksandr","","Erokhin","13885","1989-10-13",195,"MD","MID","Midfielder","Russia","643","RUS","RU",101953,"right","A. Erokhin","14358"
"Switzerland","756","CHE","CH",74,"Nicolas","","Haas","3172","1996-01-23",178,"MD","MID","Midfielder","Switzerland","756","CHE","CH",342075,"right","N. Haas","6704"
"Turkey","792","TUR","TR",75,"O\u011fuzhan","","\u00d6zyakup","4489","1992-09-23",180,"MD","MID","Midfielder","Netherlands","528","NLD","NL",7869,"right","O. \u00d6zyakup","4687"
"Congo","178","COG","CG",71,"Bel Durel","","Avounou","3783","1997-09-25",179,"MD","MID","Midfielder","Congo","178","COG","CG",407699,"left","D. Avounou","null"
"C\u00f4te d'Ivoire","384","CIV","CI",77,"Ibrahim","","Sangar\u00e9","3780","1997-12-02",191,"MD","MID","Midfielder","C\u00f4te d'Ivoire","384","CIV","CI",375001,"right","I. Sangar\u00e9","null"
"France","250","FRA","FR",75,"Quentin","","Cornette","3789","1994-01-17",172,"FW","FWD","Forward","France","250","FRA","FR",243931,"right","Q. Cornette","null"
"Spain","724","ESP","ES",85,"Mohamet Airam","","Ramos Wade","675","2000-04-13",189,"GK","GKP","Goalkeeper","Spain","724","ESP","ES",473326,"right","Moha Ramos","null"
"Serbia","688","SRB","RS",91,"Branislav","","Ivanovi\u0107","13885","1984-02-22",185,"DF","DEF","Defender","Serbia","688","SRB","RS",7891,"right","B. Ivanovi\u0107","17322"
"Egypt","818","EGY","EG",70,"Amr Medhat","","Warda","12510","1993-09-17",176,"MD","MID","Midfielder","Egypt","818","EGY","EG",388928,"right","Amr Warda","16129"
"Greece","300","GRC","GR",85,"Sokratis","","Papastathopoulos","2447","1988-06-09",186,"DF","DEF","Defender","Greece","300","GRC","GR",14687,"right","S. Papastathopoulos","12678"
"Germany","276","DEU","DE",91,"Ronaldo ","","Aparecido Rodrigues","2449","1982-09-10",198,"DF","DEF","Defender","Brazil","76","BRA","BR",14689,"right","Naldo","null"
"Germany","276","DEU","DE",71,"Philipp","","Bargfrede","2443","1989-03-03",174,"MD","MID","Midfielder","Germany","276","DEU","DE",14692,"right","P. Bargfrede","null"
"Serbia","688","SRB","RS",71,"Aleksandar","","Ignjovski","2453","1991-01-27",175,"DF","DEF","Defender","Serbia","688","SRB","RS",14695,"right","A. Ignjovski","null"
"Austria","40","AUT","AT",69,"Zlatko","","Junuzovi\u0107","2443","1987-09-26",172,"MD","MID","Midfielder","Serbia","688","SRB","RS",14696,"right","Z. Junuzovi\u0107","null"
"Germany","276","DEU","DE",83,"Niclas","","F\u00fcllkrug","2455","1993-02-09",189,"FW","FWD","Forward","Germany","276","DEU","DE",14705,"right","N. F\u00fcllkrug","null"
"England","0","XEN","",73,"Aaron","","Hunt","2450","1986-09-04",183,"MD","MID","Midfielder","Germany","276","DEU","DE",14706,"left","A. Hunt","null"
"Italy","380","ITA","IT",84,"Claudio Miguel","","Pizarro Bossio","2463","1978-10-03",184,"FW","FWD","Forward","Peru","604","PER","PE",14707,"right","C. Pizarro","null"
"Germany","276","DEU","DE",92,"Manuel","","Neuer","2444","1986-03-27",193,"GK","GKP","Goalkeeper","Germany","276","DEU","DE",14712,"right","M. Neuer","3148"
"Germany","276","DEU","DE",83,"Holger","","Badstuber","2445","1989-03-13",189,"DF","DEF","Defender","Germany","276","DEU","DE",14715,"left","H. Badstuber","null"
"Germany","276","DEU","DE",90,"J\u00e9r\u00f4me","","Boateng","2444","1988-09-03",192,"DF","DEF","Defender","Germany","276","DEU","DE",14716,"right","J. Boateng","3148"
"Italy","380","ITA","IT",75,"Diego","","Contento","3772","1990-05-01",177,"DF","DEF","Defender","Germany","276","DEU","DE",14717,"left","D. Contento","null"
"Brazil","76","BRA","BR",68,"M\u00e1rcio Rafael","","Ferreira de Souza","2444","1985-09-07",172,"DF","DEF","Defender","Brazil","76","BRA","BR",14718,"right","Rafinha","null"
"Brazil","76","BRA","BR",78,"Luiz Gustavo","","Dias","3771","1987-07-23",187,"MD","MID","Midfielder","Brazil","76","BRA","BR",14722,"left","Luiz Gustavo","null"
"Germany","276","DEU","DE",76,"Toni","","Kroos","675","1990-01-04",183,"MD","MID","Midfielder","Germany","276","DEU","DE",14723,"right","T. Kroos","3148"
"Austria","40","AUT","AT",76,"David","","Olatukunbo Alaba","2444","1992-06-24",180,"DF","DEF","Defender","Austria","40","AUT","AT",14724,"left","D. Alaba","null"
"France","250","FRA","FR",72,"Franck Bilal","","Rib\u00e9ry","2444","1983-04-07",170,"MD","MID","Midfielder","France","250","FRA","FR",14726,"right","F. Rib\u00e9ry","null"
"Netherlands","528","NLD","NL",80,"Arjen","","Robben","2444","1984-01-23",180,"MD","MID","Midfielder","Netherlands","528","NLD","NL",14727,"left","A. Robben","null"
"Japan","392","JPN","JP",77,"Takashi","","Usami","2502","1992-05-06",180,"FW","FWD","Forward","Japan","392","JPN","JP",14730,"right","T. Usami","12913"
"Spain","724","ESP","ES",88,"Mario","","G\u00f3mez Garc\u00eda","2445","1985-07-10",189,"FW","FWD","Forward","Germany","276","DEU","DE",14731,"right","M. G\u00f3mez","3148"
"Germany","276","DEU","DE",75,"Thomas","","M\u00fcller","2444","1989-09-13",186,"FW","FWD","Forward","Germany","276","DEU","DE",14732,"right","T. M\u00fcller","3148"
"Germany","276","DEU","DE",85,"Nils","","Petersen","2453","1988-12-06",188,"FW","FWD","Forward","Germany","276","DEU","DE",14734,"right","N. Petersen","null"
"Germany","276","DEU","DE",84,"Sven","","Ulreich","2444","1988-08-03",192,"GK","GKP","Goalkeeper","Germany","276","DEU","DE",14736,"right","S. Ulreich","null"
"Italy","380","ITA","IT",82,"Cristian","","Molinaro","3185","1983-07-30",182,"DF","DEF","Defender","Italy","380","ITA","IT",14745,"left","C. Molinaro","null"
"Sierra Leone","694","SLE","SL",85,"Antonio","","R\u00fcdiger","1610","1993-03-03",191,"DF","DEF","Defender","Germany","276","DEU","DE",14748,"right","A. R\u00fcdiger","3148"
"Japan","392","JPN","JP",74,"Gotoku","","Sakai","2450","1991-03-14",176,"DF","DEF","Defender","United States","840","USA","US",14749,"right","G. Sakai","12913"
"Germany","276","DEU","DE",81,"Christian","","Gentner","2445","1985-08-14",189,"MD","MID","Midfielder","Germany","276","DEU","DE",14754,"right","C. Gentner","null"
"Serbia","688","SRB","RS",81,"Zdravko","","Kuzmanovi\u0107","683","1987-09-22",185,"MD","MID","Midfielder","Switzerland","756","CHE","CH",14757,"right","Z. Kuzmanovi\u0107","null"
"Guinea","324","GIN","GN",61,"Ibrahima","","Traor\u00e9","2454","1988-04-21",171,"MD","MID","Midfielder","France","250","FRA","FR",14758,"left","I. Traor\u00e9","null"
"Austria","40","AUT","AT",80,"Martin","","Harnik","2455","1987-06-10",185,"FW","FWD","Forward","Germany","276","DEU","DE",14760,"right","M. Harnik","null"
"United States","840","USA","US",82,"Vedad","","Ibi\u0161evi\u0107","2457","1984-08-06",188,"FW","FWD","Forward","Bosnia-Herzegovina","70","BIH","BA",14762,"right","V. Ibi\u0161evi\u0107","10001"
"Japan","392","JPN","JP",70,"Shinji","","Okazaki","1631","1986-04-16",174,"FW","FWD","Forward","Japan","392","JPN","JP",14763,"right","S. Okazaki","12913"
"Germany","276","DEU","DE",83,"Julian","","Schieber","2457","1989-02-13",186,"FW","FWD","Forward","Germany","276","DEU","DE",14764,"left","J. Schieber","null"
"Germany","276","DEU","DE",87,"Ren\u00e9","","Adler","2460","1985-01-15",191,"GK","GKP","Goalkeeper","Germany","276","DEU","DE",14766,"right","R. Adler","null"
"Germany","276","DEU","DE",93,"Fabian","","Giefer","2481","1990-05-17",196,"GK","GKP","Goalkeeper","Germany","276","DEU","DE",14767,"right","F. Giefer","null"
"Germany","276","DEU","DE",83,"Bernd","","Leno","2446","1992-03-04",190,"GK","GKP","Goalkeeper","Germany","276","DEU","DE",14768,"right","B. Leno","null"
"Spain","724","ESP","ES",74,"Gonzalo","","Castro Randon","2447","1987-06-11",172,"MD","MID","Midfielder","Germany","276","DEU","DE",14770,"right","G. Castro","null"
"Croatia","191","HRV","HR",84,"Vedran","","\u0106orluka","13887","1986-02-05",192,"DF","DEF","Defender","Bosnia-Herzegovina","70","BIH","BA",14771,"right","V. \u0106orluka","9598"
"Angola","24","AGO","AO",85,"Danny ","","Vieira da Costa","2462","1993-07-13",187,"DF","DEF","Defender","Germany","276","DEU","DE",14772,"right","D. da Costa","null"
"Germany","276","DEU","DE",85,"Bastian","","Oczipka","2449","1989-01-12",185,"DF","DEF","Defender","Germany","276","DEU","DE",14775,"left","B. Oczipka","null"
"Italy","380","ITA","IT",71,"Valent\u00edn","","Vada","3772","1996-03-06",175,"MD","MID","Midfielder","Argentina","32","ARG","AR",276920,"right","V. Vada","null"
"Turkey","792","TUR","TR",83,"\u00d6mer","","Toprak","2447","1989-07-21",186,"DF","DEF","Defender","Germany","276","DEU","DE",14778,"right","\u00d6. Toprak","null"
"Germany","276","DEU","DE",81,"Lars","","Bender","2446","1989-04-27",185,"MD","MID","Midfielder","Germany","276","DEU","DE",14781,"right","L. Bender","null"
"Brazil","76","BRA","BR",86,"Renato ","","Soares de Oliveira Augusto","9130","1988-02-08",186,"MD","MID","Midfielder","Brazil","76","BRA","BR",14785,"right","Renato Augusto","6380"
"Morocco","504","MAR","MA",80,"Karim","","Bellarabi","2446","1990-04-08",183,"MD","MID","Midfielder","Germany","276","DEU","DE",14786,"right","K. Bellarabi","null"
"Turkey","792","TUR","TR",90,"Eren","","Derdiyok","4492","1988-06-12",191,"FW","FWD","Forward","Switzerland","756","CHE","CH",14787,"right","E. Derdiyok","null"
"Germany","276","DEU","DE",73,"Andr\u00e9","","Sch\u00fcrrle","2447","1990-11-06",184,"FW","FWD","Forward","Germany","276","DEU","DE",14789,"right","A. Sch\u00fcrrle","null"
"Germany","276","DEU","DE",92,"Mats ","","Hummels","2444","1988-12-16",191,"DF","DEF","Defender","Germany","276","DEU","DE",14795,"right","M. Hummels","3148"
"Poland","616","POL","PL",79,"\u0141ukasz","","Piszczek","2447","1985-06-03",184,"DF","DEF","Defender","Poland","616","POL","PL",14798,"right","\u0141. Piszczek","13869"
"C\u00f4te d'Ivoire","384","CIV","CI",72,"Jonathan","","Bamba","3782","1996-03-26",175,"FW","FWD","Forward","France","250","FRA","FR",276944,"right","J. Bamba","4425"
"United States","840","USA","US",83,"Neven","","Suboti\u0107","3782","1988-12-10",191,"DF","DEF","Defender","Serbia","688","SRB","RS",14801,"right","N. Suboti\u0107","null"
"Germany","276","DEU","DE",78,"Marvin","","Bakalorz","2455","1989-09-13",180,"MD","MID","Midfielder","Germany","276","DEU","DE",14802,"right","M. Bakalorz","null"
"Germany","276","DEU","DE",80,"Sven","","Bender","2446","1989-04-27",186,"DF","DEF","Defender","Germany","276","DEU","DE",14803,"right","S. Bender","null"
"Poland","616","POL","PL",77,"Jakub","","B\u0142aszczykowski","2451","1985-12-14",176,"MD","MID","Midfielder","Poland","616","POL","PL",14804,"right","J. B\u0142aszczykowski","13869"
